https://www.tradingview.com/symbols/NSE-YESBANK/,YES BANK
https://www.tradingview.com/symbols/NSE-IDEA/,VODAFONE IDEA LTD
https://www.tradingview.com/symbols/NSE-TATAMOTORS/,TATA MOTORS LTD.
https://www.tradingview.com/symbols/NSE-ASHOKLEY/,ASHOK LEYLAND
https://www.tradingview.com/symbols/NSE-GMRINFRA/,GMR INFRASTRUCTURE
https://www.tradingview.com/symbols/NSE-BANKBARODA/,BK OF BARODA
https://www.tradingview.com/symbols/NSE-SAIL/,STEEL AUTHOR INDIA
https://www.tradingview.com/symbols/NSE-JINDALSTEL/,JINDAL STEEL & PWR
https://www.tradingview.com/symbols/NSE-SBIN/,STATE BK OF INDIA
https://www.tradingview.com/symbols/NSE-IOC/,INDIAN OIL CORP
https://www.tradingview.com/symbols/NSE-RELCAPITAL/,RELIANCE CAPITAL
https://www.tradingview.com/symbols/BSE-IEX/,INDIAN ENERGY EXCHANGE LIMITED
https://www.tradingview.com/symbols/NSE-COX_KINGS/,COX & KINGS LTD
https://www.tradingview.com/symbols/NSE-PNB/,PUNJAB NATL BANK
https://www.tradingview.com/symbols/NSE-IDFCFIRSTB/,IDFC FIRST BANK
https://www.tradingview.com/symbols/BSE-YESBANK/,YES BANK LTD.
https://www.tradingview.com/symbols/NSE-RUCHISOYA/,RUCHI SOYA INDUST
https://www.tradingview.com/symbols/NSE-L_TFH/,L&T FINANCE HOLDIN
https://www.tradingview.com/symbols/NSE-IBULHSGFIN/,INDIABULLS HOUSING
https://www.tradingview.com/symbols/NSE-NBCC/,NBCC (INDIA) LTD
https://www.tradingview.com/symbols/NSE-ICICIBANK/,ICICI BANK
https://www.tradingview.com/symbols/NSE-NCC/,NCC LTD
https://www.tradingview.com/symbols/NSE-DHFL/,DEWAN HOUSING FIN
https://www.tradingview.com/symbols/NSE-DISHTV/,DISH TV INDIA LTD
https://www.tradingview.com/symbols/NSE-RELINFRA/,RELIANCE INFRASTRU
https://www.tradingview.com/symbols/NSE-MOTHERSUMI/,MOTHERSON SUMI SYS
https://www.tradingview.com/symbols/NSE-DLF/,DLF LIMITED
https://www.tradingview.com/symbols/NSE-ITC/,ITC
https://www.tradingview.com/symbols/BSE-IDEA/,VODAFONE IDEA LIMITED
https://www.tradingview.com/symbols/NSE-UNIONBANK/,UNION BK OF INDIA
https://www.tradingview.com/symbols/NSE-ONGC/,OIL & NATURAL GAS
https://www.tradingview.com/symbols/NSE-BPCL/,BHARAT PETROL CORP
https://www.tradingview.com/symbols/NSE-MMTC/,MMTC
https://www.tradingview.com/symbols/NSE-AXISBANK/,AXIS BANK
https://www.tradingview.com/symbols/NSE-RNAVAL/,RELIANCE N AND E
https://www.tradingview.com/symbols/NSE-TATASTEEL/,TATA STEEL LTD
https://www.tradingview.com/symbols/NSE-NHPC/,NHPC LTD
https://www.tradingview.com/symbols/NSE-BHEL/,BHARAT HEAVY ELECT
https://www.tradingview.com/symbols/NSE-TATAPOWER/,TATA POWER CO LTD
https://www.tradingview.com/symbols/NSE-RPOWER/,RELIANCE POWER
https://www.tradingview.com/symbols/NSE-SUZLON/,SUZLON ENERGY LTD
https://www.tradingview.com/symbols/NSE-FEDERALBNK/,FED BANK
https://www.tradingview.com/symbols/NSE-RBLBANK/,RBL BANK LIMITED
https://www.tradingview.com/symbols/NSE-ADANIPOWER/,ADANI POWER LTD
https://www.tradingview.com/symbols/NSE-VAKRANGEE/,VAKRANGEE LTD
https://www.tradingview.com/symbols/NSE-CANBK/,CANARA BANK
https://www.tradingview.com/symbols/NSE-JSWSTEEL/,JSW STEEL LTD
https://www.tradingview.com/symbols/NSE-IEX/,INDIAN ENERGY EXCH
https://www.tradingview.com/symbols/NSE-GAIL/,GAIL INDIA LTD
https://www.tradingview.com/symbols/NSE-IDBI/,IDBI BANK LTD
https://www.tradingview.com/symbols/NSE-PCJEWELLER/,PC JEWELLER LIMITE
https://www.tradingview.com/symbols/NSE-HINDPETRO/,HINDUSTAN PETROL
https://www.tradingview.com/symbols/NSE-BANKINDIA/,BK OF INDIA
https://www.tradingview.com/symbols/NSE-NTPC/,NTPC LTD
https://www.tradingview.com/symbols/NSE-RECLTD/,REC LTD
https://www.tradingview.com/symbols/NSE-BEL/,BHARAT ELECTRONICS
https://www.tradingview.com/symbols/NSE-VEDL/,VEDANTA LIMITED
https://www.tradingview.com/symbols/NSE-BALLARPUR/,BALLARPUR INDS
https://www.tradingview.com/symbols/NSE-COALINDIA/,COAL INDIA LTD
https://www.tradingview.com/symbols/NSE-TATAMTRDVR/,TATA MOTORS LTD.
https://www.tradingview.com/symbols/NSE-SUNPHARMA/,SUN PHARMACEUTICAL
https://www.tradingview.com/symbols/NSE-PFC/,POWER FINANCE CORP
https://www.tradingview.com/symbols/BSE-RUCHISOYA/,RUCHI SOYA INDUSTRIES LTD.
https://www.tradingview.com/symbols/NSE-HINDALCO/,HINDALCO INDS
https://www.tradingview.com/symbols/NSE-CPSEETF/,RELIANCE NIPPON LI
https://www.tradingview.com/symbols/NSE-RELIANCE/,RELIANCE INDS
https://www.tradingview.com/symbols/NSE-HINDCOPPER/,HINDUSTAN COPPER
https://www.tradingview.com/symbols/NSE-NATIONALUM/,NATIONAL ALUMINUM
https://www.tradingview.com/symbols/NSE-SCI/,SHIPPING CP INDIA
https://www.tradingview.com/symbols/NSE-BHARTIARTL/,BHARTI AIRTEL LTD
https://www.tradingview.com/symbols/NSE-NMDC/,NMDC LTD
https://www.tradingview.com/symbols/NSE-CKFSL/,COX & KINGS FINANC
https://www.tradingview.com/symbols/NSE-INFY/,INFOSYS LTD
https://www.tradingview.com/symbols/NSE-LAKSHVILAS/,LAKSHMI VILAS BANK
https://www.tradingview.com/symbols/BSE-TATAMOTORS/,TATA MOTORS LTD.
https://www.tradingview.com/symbols/NSE-FSL/,FIRSTSOURCE SOLUTI
https://www.tradingview.com/symbols/NSE-ARVIND/,ARVIND LTD
https://www.tradingview.com/symbols/NSE-M_M/,MAHINDRA &MAHINDRA
https://www.tradingview.com/symbols/NSE-BIOCON/,BIOCON
https://www.tradingview.com/symbols/NSE-CGPOWER/,CG POWER AND INDUS
https://www.tradingview.com/symbols/NSE-POWERGRID/,POWER GRID CORP
https://www.tradingview.com/symbols/NSE-INDIACEM/,INDIA CEMENTS
https://www.tradingview.com/symbols/NSE-IBREALEST/,INDIABULLS REAL EST
https://www.tradingview.com/symbols/NSE-ESCORTS/,ESCORTS
https://www.tradingview.com/symbols/NSE-HDFCBANK/,HDFC BANK
https://www.tradingview.com/symbols/NSE-WIPRO/,WIPRO
https://www.tradingview.com/symbols/NSE-SANWARIA/,SANWARIA CONSUMER
https://www.tradingview.com/symbols/NSE-MANPASAND/,MANPASAND BEVERAGE
https://www.tradingview.com/symbols/NSE-COFFEEDAY/,COFFEE DAY ENTERPR
https://www.tradingview.com/symbols/NSE-SBILIFE/,SBI LIFE INSURANCE
https://www.tradingview.com/symbols/NSE-JPASSOCIAT/,JAIPRAKASH ASSOCIA
https://www.tradingview.com/symbols/NSE-CASTROLIND/,CASTROL INDIA
https://www.tradingview.com/symbols/NSE-ADANIENT/,ADANI ENTERPRISES
https://www.tradingview.com/symbols/NSE-ICICIPRULI/,ICICI PRUDENTIAL L
https://www.tradingview.com/symbols/NSE-INDUSINDBK/,INDUSIND BANK LTD
https://www.tradingview.com/symbols/NSE-SJVN/,SJVN LTD
https://www.tradingview.com/symbols/NSE-TITAN/,TITAN COMPANY LTD
https://www.tradingview.com/symbols/NSE-SOUTHBANK/,SOUTH INDIA BANK
https://www.tradingview.com/symbols/NSE-ZEEL/,ZEE ENTERTAIN ENT
https://www.tradingview.com/symbols/NSE-WALCHANNAG/,WALCHANDNAGAR IND
